,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2011-10-21,71.83,48.46,43.97,64.59,392.87,62.28,41.69,45.0,27.16,73.0,47.09,58.86,102.09,93.92,34.14,56.92,16.31,20.71,19.06,234.78,30.96,58.77,68.19,80.48,24.33,35.63,181.63,105.53,26.31,45.15,35.55,52.59,87.39,46.34,6.46,24.01,34.77,36.86,30.46,35.2,23.68,12.26,17.57,67.61,66.26,77.4,54.98,30.55,65.32,25.38,15.24,4.41,7.83,16.12,80.13,33.42,92.32,17.38,55.81,34.24
2011-10-24,72.12,49.92,44.46,64.75,405.77,62.1,42.93,44.72,27.19,69.65,48.2,59.67,103.98,91.24,34.31,56.78,16.45,20.38,19.36,237.61,31.85,58.86,67.87,82.18,24.67,36.01,182.25,106.27,26.52,46.09,35.81,52.89,91.77,46.89,6.72,25.14,34.91,36.7,31.69,35.28,23.25,12.51,18.07,68.03,65.37,78.73,54.77,31.06,65.63,26.02,15.7,4.41,8.0,16.71,80.17,34.57,92.01,17.54,56.33,34.21
2011-10-25,70.68,49.42,43.86,63.72,397.77,61.82,41.57,44.01,26.81,69.55,46.85,59.32,100.44,89.98,33.82,56.71,16.22,20.21,18.87,227.15,31.11,56.37,66.95,77.04,24.21,34.77,180.36,104.5,25.55,44.94,35.7,52.2,89.89,45.11,6.46,24.18,34.01,36.04,30.97,34.93,21.84,12.43,17.49,66.32,64.51,78.89,53.87,30.58,65.26,25.05,15.61,4.37,8.02,16.24,79.44,33.49,91.77,17.62,56.57,33.8
2011-10-26,71.89,50.45,42.44,66.56,400.6,62.01,42.55,44.83,26.59,70.28,48.9,60.62,106.33,90.54,33.25,57.37,16.35,20.61,19.28,198.4,31.73,57.03,67.47,77.02,24.8,35.42,181.97,106.77,25.76,46.1,36.22,52.97,91.57,46.26,6.59,25.32,34.64,36.55,31.0,35.02,25.15,11.87,17.51,66.89,64.95,76.35,54.54,30.68,63.89,25.75,15.91,4.36,8.2,16.3,81.07,34.18,91.78,17.61,55.6,34.14
2011-10-27,72.85,52.06,43.79,67.49,404.69,62.88,43.97,44.75,27.25,71.02,51.32,62.72,116.4,91.33,34.13,57.81,17.37,22.06,19.84,206.78,33.3,58.5,68.57,81.41,24.59,37.48,185.88,108.97,27.07,48.73,37.28,55.16,96.33,47.31,7.22,26.52,35.8,37.22,31.82,35.47,26.24,12.08,17.31,69.26,65.26,75.65,55.07,32.17,65.61,26.99,16.32,4.66,8.57,16.63,81.88,37.02,93.51,18.44,57.64,34.77
2011-10-28,71.74,52.1,43.54,68.17,404.95,63.2,44.08,44.93,26.98,70.37,51.8,62.54,115.86,91.22,33.81,57.15,17.25,22.38,19.82,217.32,32.78,58.21,68.93,81.0,23.85,37.24,187.45,109.64,27.08,49.36,36.84,54.49,96.85,47.11,7.35,26.34,35.47,36.12,31.5,35.4,26.7,12.0,15.14,69.66,64.73,75.43,54.78,32.55,65.47,27.94,16.31,4.66,8.53,16.56,81.48,36.69,93.29,18.56,57.92,35.06
2011-10-31,69.65,50.62,44.19,65.79,404.78,62.95,42.07,44.79,26.63,69.71,50.94,60.36,109.55,90.37,33.2,56.72,16.71,20.97,19.26,213.51,31.5,56.47,68.32,79.02,23.45,35.75,184.63,105.05,25.91,48.07,36.33,52.3,94.46,45.55,6.83,24.69,34.99,35.8,30.73,35.18,24.6,11.68,14.47,66.71,63.99,75.9,54.21,29.9,64.19,26.61,15.81,4.33,8.18,15.64,78.09,34.76,92.85,18.53,57.75,34.53
2011-11-01,67.92,48.99,42.69,63.17,396.51,62.23,40.91,43.9,25.99,68.7,49.13,58.96,103.54,88.09,32.37,56.23,16.02,19.71,19.33,212.1,30.63,55.28,67.04,76.53,22.98,34.01,181.35,102.08,24.77,46.88,35.45,50.51,91.63,44.87,6.4,23.42,33.84,35.54,29.86,34.56,24.23,11.08,14.59,65.26,62.71,73.99,53.56,30.1,61.43,25.64,15.13,4.24,7.94,14.93,75.94,32.71,91.91,17.59,54.98,33.87
2011-11-02,69.1,50.32,43.18,64.4,397.41,62.41,41.09,43.27,26.01,69.1,50.09,60.25,106.13,87.94,32.99,56.86,16.25,18.53,19.53,215.62,31.48,55.34,67.77,78.06,23.02,34.18,183.92,104.54,25.33,47.83,35.77,51.14,93.94,45.04,6.72,24.19,33.57,35.99,30.06,34.64,25.15,11.15,14.45,64.84,62.86,74.52,54.04,30.09,61.95,25.91,15.45,4.23,8.09,15.1,77.37,33.64,92.53,17.85,55.82,33.92
2011-11-03,70.5,51.68,44.26,66.19,403.07,62.8,42.36,44.55,26.53,69.69,51.51,61.98,107.68,88.52,32.72,57.42,16.67,18.31,19.88,218.29,32.2,56.62,68.65,79.64,23.32,35.24,187.3,106.13,25.81,48.85,37.31,52.19,96.0,45.37,6.91,24.63,34.4,36.45,31.12,35.78,25.44,11.32,15.0,65.39,63.21,76.09,49.91,30.41,63.63,26.84,15.67,4.31,8.35,15.48,78.86,34.38,93.0,18.18,57.38,34.07
2011-11-04,70.71,51.18,44.18,65.8,400.24,61.99,42.56,44.43,26.25,69.71,51.52,61.07,105.04,88.06,33.17,57.5,16.39,17.92,19.66,216.48,31.61,56.1,67.78,79.3,22.75,34.12,186.38,106.43,25.4,48.7,38.02,51.28,95.74,44.6,6.49,23.91,34.44,36.39,31.79,35.18,25.8,11.27,14.87,65.18,63.03,76.52,49.91,30.56,63.45,26.97,15.36,4.25,8.46,15.24,78.52,33.97,93.81,18.03,57.18,33.8
2011-11-07,71.58,51.25,45.47,66.29,399.73,62.5,42.39,44.42,26.8,70.19,51.06,61.13,105.57,88.45,33.14,57.94,16.39,17.99,20.07,217.0,31.83,55.77,68.21,79.69,22.65,33.89,187.32,107.72,25.42,48.99,38.23,51.32,95.0,44.1,6.45,23.72,34.92,37.34,31.53,35.33,26.18,11.22,15.3,65.48,63.46,78.26,50.44,30.52,64.2,27.88,15.55,4.35,8.45,15.69,79.35,34.24,94.62,18.01,58.24,34.14
2011-11-08,72.74,51.34,45.74,66.65,406.23,63.66,42.3,45.06,27.16,70.88,51.68,62.04,108.58,89.44,33.19,59.32,16.48,17.48,20.08,217.99,31.66,56.25,68.65,81.83,22.76,34.7,187.25,108.86,26.53,49.81,39.04,52.7,95.89,44.43,6.53,24.06,35.28,37.94,31.55,35.48,26.33,11.61,15.21,64.61,64.21,78.39,49.89,30.27,65.13,27.84,15.59,4.32,8.54,15.97,79.76,35.02,94.6,18.31,58.53,34.59
2011-11-09,70.22,49.21,44.38,64.55,395.28,62.28,40.5,43.4,26.2,69.77,49.63,58.48,99.67,87.45,31.72,58.05,15.85,17.2,19.34,211.22,30.23,54.64,67.03,79.0,21.61,32.86,182.24,104.28,24.99,47.59,38.39,50.15,91.64,43.29,6.16,22.54,33.74,37.16,30.31,34.76,25.51,11.04,14.62,64.01,62.72,76.95,49.08,29.24,62.96,26.33,14.8,4.2,8.09,15.92,77.39,32.54,92.65,17.61,57.29,32.74
2011-11-10,71.44,49.09,44.66,64.83,385.22,62.96,40.75,44.22,26.28,70.45,50.17,59.69,99.5,88.14,31.95,58.13,16.06,17.11,19.79,210.79,30.27,54.66,67.39,80.32,22.17,33.56,183.35,105.5,25.08,47.51,38.5,50.34,92.2,43.45,6.03,23.15,34.16,37.2,30.61,35.13,25.61,10.99,14.96,64.45,63.24,76.13,49.38,29.34,63.38,26.76,14.96,4.2,8.13,15.95,78.7,32.74,93.26,18.61,58.06,33.1
2011-11-11,72.14,50.37,45.54,66.92,384.62,63.28,41.41,44.81,26.91,71.1,53.11,60.68,101.66,89.17,32.85,59.2,16.3,17.54,19.99,217.39,31.62,55.65,68.12,82.29,22.52,34.17,187.38,107.05,25.65,48.52,39.24,51.56,96.13,44.8,6.21,23.85,35.21,38.06,31.5,35.57,24.77,11.14,15.43,64.12,63.89,77.42,49.72,29.65,65.72,27.58,15.35,4.24,8.21,16.27,79.72,33.28,94.76,19.02,59.3,33.93
2011-11-14,71.7,49.45,45.13,67.94,379.26,62.8,41.12,44.27,26.76,71.17,52.99,59.72,99.29,88.65,32.43,58.89,16.1,17.51,19.79,218.93,31.17,55.21,67.79,81.87,22.21,33.75,187.35,106.17,25.1,48.25,38.77,51.2,96.53,44.2,6.05,23.54,34.62,38.25,31.16,35.43,24.43,11.02,15.11,64.31,63.05,77.35,49.65,29.57,65.31,27.32,15.32,4.3,8.15,16.0,78.96,32.55,94.06,18.94,58.85,33.36
2011-11-15,71.99,49.95,45.59,67.94,388.83,64.5,40.3,44.64,26.74,71.38,53.54,60.3,99.75,88.79,32.55,57.46,16.2,17.42,19.87,217.83,31.22,55.16,68.0,81.87,22.3,33.67,188.75,103.27,25.29,48.3,38.95,50.38,97.07,43.95,6.13,23.12,34.76,38.07,31.15,35.48,24.88,10.87,15.25,63.94,63.56,77.85,49.8,29.54,65.99,28.24,15.63,4.27,8.15,15.93,79.09,32.7,94.47,19.12,59.45,33.13
2011-11-16,69.76,48.12,44.5,66.34,384.77,65.09,39.19,43.88,26.07,70.3,52.42,58.86,95.6,88.64,32.22,56.68,15.95,16.87,19.57,211.99,30.6,54.93,67.01,81.87,21.51,33.47,186.62,101.05,24.94,47.1,38.48,50.37,95.75,43.51,5.9,22.45,33.98,37.84,31.46,35.18,22.56,10.56,15.19,63.54,63.28,75.93,49.17,28.78,65.02,27.93,15.13,4.19,8.02,15.72,78.25,31.47,93.15,18.8,58.47,32.89
2011-11-17,69.56,46.7,43.84,66.09,377.41,64.09,38.44,43.5,25.54,70.03,51.12,58.87,92.35,88.04,32.28,56.73,15.64,16.8,19.47,204.52,30.5,54.6,66.62,80.43,21.25,33.28,185.73,100.08,24.67,46.07,38.48,49.72,93.81,43.19,5.8,21.88,33.32,37.62,30.39,34.96,21.87,10.17,14.96,64.33,62.94,75.16,49.38,28.8,63.42,27.29,14.92,4.18,7.92,15.34,77.86,30.49,92.29,18.48,56.87,32.79
2011-11-18,69.27,46.88,44.0,67.46,374.94,63.89,37.17,43.29,25.3,70.1,51.14,58.56,91.91,88.61,32.63,57.23,15.65,16.91,19.53,197.14,30.92,54.63,67.39,80.54,21.43,33.39,185.24,97.88,24.69,46.41,38.16,49.97,93.93,43.56,5.78,21.88,33.61,37.88,30.05,34.77,21.81,10.1,14.85,63.56,63.24,75.1,49.37,28.62,63.84,27.99,14.9,4.19,7.88,15.38,77.9,30.62,92.74,18.42,56.75,32.69
2011-11-21,68.85,46.06,43.35,65.56,369.01,63.15,36.06,42.75,25.0,69.45,50.11,57.81,91.3,87.44,31.29,56.66,15.24,16.28,18.96,189.25,30.22,53.76,65.95,78.39,21.52,32.99,181.48,95.66,24.18,45.48,37.72,49.15,91.12,42.84,5.49,21.01,33.18,37.06,29.22,34.3,21.08,10.05,14.66,61.19,61.66,74.49,49.14,27.7,63.07,26.86,14.87,4.08,7.78,14.99,76.91,29.91,92.28,18.0,55.13,32.35
2011-11-22,68.14,46.0,43.46,64.35,376.51,63.18,35.06,42.46,24.79,69.4,49.15,57.41,89.4,88.2,30.74,56.85,14.99,16.57,18.9,192.34,28.87,53.68,65.97,77.83,21.39,32.72,181.31,96.42,23.93,45.4,37.6,48.64,89.99,42.47,5.37,21.01,32.73,37.1,28.69,34.55,20.88,10.09,14.64,61.94,61.69,74.47,48.84,28.35,63.62,26.65,14.83,4.12,7.67,14.97,76.03,29.41,92.65,17.92,54.4,32.93
2011-11-23,66.93,45.1,42.62,62.36,366.99,62.4,34.02,42.03,24.47,68.52,47.52,55.82,87.89,86.48,32.09,56.64,14.73,16.27,18.45,188.99,27.98,52.77,64.87,75.54,21.07,32.21,177.95,93.75,23.21,44.08,37.04,47.2,87.76,41.7,5.14,20.1,32.17,36.52,27.94,34.23,20.4,9.83,14.22,60.39,61.06,73.95,48.25,27.61,60.64,25.78,14.3,4.04,7.55,14.94,74.58,28.38,91.87,17.41,52.97,31.62
2011-11-25,66.14,45.0,43.12,62.78,363.57,62.49,33.76,41.5,24.3,68.69,46.74,55.14,88.75,86.73,32.47,56.89,14.7,16.96,18.45,182.4,27.92,51.65,64.74,76.13,21.0,31.72,177.06,92.29,23.51,43.86,36.85,46.77,86.72,42.68,5.17,20.07,32.36,36.47,27.79,34.32,20.23,9.75,14.48,62.11,61.0,75.39,48.75,28.36,61.13,25.39,14.22,4.06,7.57,15.1,73.9,28.48,92.1,17.5,53.42,31.47
2011-11-28,67.27,46.01,43.94,64.99,376.12,62.99,35.24,42.34,24.87,69.67,48.19,56.97,90.78,88.28,32.79,57.25,14.8,17.52,19.09,194.15,29.28,52.93,65.17,77.72,21.75,33.39,182.21,95.77,24.15,45.01,37.38,49.04,91.48,43.0,5.25,20.87,33.31,37.3,28.7,34.89,21.19,10.0,14.75,64.17,62.24,78.0,48.62,29.88,64.06,26.53,14.98,4.17,7.68,15.35,75.84,29.16,93.76,18.01,54.82,32.4
2011-11-29,68.14,45.55,43.69,65.26,373.2,63.66,34.89,42.79,24.84,69.75,48.93,56.75,88.81,89.7,32.54,58.17,14.92,17.57,19.4,188.39,29.29,52.85,66.19,77.24,21.75,33.67,180.94,97.39,24.08,45.08,37.68,49.47,90.54,43.6,5.08,21.13,33.38,38.96,28.64,35.33,21.39,9.99,14.74,64.39,62.53,76.51,48.34,30.32,63.89,26.9,14.94,4.17,7.61,15.7,76.93,28.56,93.46,17.68,55.13,33.05
2011-11-30,71.32,48.04,45.57,68.69,382.2,64.0,37.23,44.48,25.58,71.47,52.28,59.96,95.86,91.5,33.72,58.9,15.91,18.05,20.07,192.29,30.62,54.12,67.23,81.04,22.67,35.01,188.0,102.82,25.86,47.72,38.84,51.74,97.88,45.01,5.44,23.31,34.82,39.22,30.1,36.15,22.27,10.6,15.0,65.91,64.57,78.15,49.16,31.65,66.06,27.95,15.76,4.34,8.15,15.71,80.44,30.97,95.52,18.64,57.07,34.11
2011-12-01,71.76,47.79,45.29,70.98,387.93,64.09,38.37,44.3,25.28,71.3,52.05,60.01,94.43,90.11,33.88,58.61,15.91,17.99,20.03,197.13,30.58,54.58,66.83,80.3,22.57,35.07,189.45,101.83,25.64,47.29,38.48,51.73,96.82,44.3,5.53,23.0,34.21,39.34,30.21,36.5,22.12,10.59,14.94,65.72,64.08,78.98,48.98,31.59,66.5,28.22,15.8,4.33,8.19,16.23,79.79,30.46,95.5,18.58,57.33,33.54
2011-12-02,72.55,48.23,45.35,71.3,389.7,64.28,40.23,44.18,25.22,70.73,52.85,59.54,97.25,90.19,33.12,58.09,16.09,17.77,19.89,196.03,30.92,53.51,66.38,79.76,23.36,34.49,189.66,101.69,26.07,47.02,38.29,51.42,96.29,43.93,5.64,23.18,34.41,39.94,29.97,36.5,22.56,10.9,15.14,66.22,64.66,77.82,49.12,31.48,65.72,27.68,15.7,4.33,8.22,16.05,79.79,32.33,95.7,18.55,56.99,32.99
2011-12-05,72.82,48.78,45.11,71.09,393.01,64.4,39.12,43.91,25.7,70.42,53.62,58.38,99.82,90.42,34.37,58.34,16.33,17.88,19.84,196.24,31.32,53.92,66.31,80.93,23.15,34.24,190.84,102.82,26.74,47.98,38.33,51.72,96.85,44.2,5.79,23.57,34.57,40.23,30.23,36.51,22.8,11.11,14.94,68.05,64.84,78.11,49.95,31.63,65.65,28.12,15.93,4.41,8.36,15.89,80.45,33.51,95.35,18.79,57.42,33.19
2011-12-06,72.54,48.56,45.64,70.87,390.95,64.65,38.86,44.77,25.66,70.79,52.96,58.83,101.16,90.54,34.01,58.78,16.72,17.68,20.23,191.99,30.98,54.29,66.68,82.13,23.19,35.0,192.94,104.36,26.65,47.94,38.27,51.81,95.96,44.35,5.78,24.06,34.72,40.32,30.42,36.51,22.37,11.05,14.87,67.11,64.84,77.91,49.79,31.66,65.86,28.18,15.86,4.42,8.33,15.84,80.82,33.23,96.01,18.73,57.31,33.56
2011-12-07,72.41,49.16,46.05,70.6,389.09,64.91,38.88,45.13,25.6,70.62,53.05,58.68,105.13,91.2,34.51,58.51,16.74,18.53,20.47,195.32,30.5,54.81,66.78,82.39,23.13,35.6,194.05,104.52,27.05,48.08,38.32,52.22,94.89,44.82,5.89,24.46,34.88,40.73,30.67,36.35,22.06,11.08,14.95,68.45,65.23,77.57,49.83,31.9,65.66,28.41,15.9,4.47,8.36,15.62,81.08,34.0,96.45,18.99,56.54,34.08
2011-12-08,71.02,47.81,44.8,70.17,390.66,64.33,37.28,44.98,25.4,69.82,51.77,57.62,99.92,90.55,33.88,57.98,16.31,18.14,20.19,190.48,29.43,54.43,66.73,80.46,22.47,34.83,191.58,102.25,26.19,46.52,37.7,50.51,92.92,43.93,5.59,23.11,33.93,39.91,29.92,36.15,20.88,10.75,14.04,67.13,64.47,76.52,49.31,30.94,64.15,27.66,15.5,4.31,8.03,15.61,79.87,32.22,96.92,18.57,55.7,33.58
2011-12-09,71.95,48.8,45.55,71.93,393.62,65.19,38.87,44.66,25.7,70.14,53.02,58.78,101.45,90.46,34.22,58.32,16.84,18.28,20.56,193.03,29.92,55.1,67.57,82.2,22.68,35.53,194.56,104.25,26.91,45.04,38.37,51.95,95.97,44.76,5.72,24.11,34.6,40.23,29.94,36.7,21.15,11.03,14.23,68.2,64.97,77.42,49.81,31.72,65.07,27.9,15.79,4.41,8.16,15.94,81.34,33.18,98.03,18.88,56.4,34.06
2011-12-12,70.48,47.89,44.82,70.9,391.84,64.66,37.91,44.66,25.51,69.91,52.6,57.29,98.03,90.21,33.89,58.09,16.46,17.87,20.39,189.52,29.66,54.39,66.89,80.59,23.27,34.84,192.18,103.07,26.29,43.91,38.15,50.55,93.24,44.39,5.45,23.29,34.24,40.05,29.13,36.42,20.7,10.85,14.48,66.49,64.31,76.89,49.11,31.19,64.01,27.34,15.42,4.36,7.99,15.47,80.05,32.04,98.48,18.53,55.98,33.61
2011-12-13,69.85,47.39,44.92,70.9,388.81,64.28,36.61,44.84,25.76,70.12,51.53,56.02,95.04,89.69,33.69,57.6,16.42,17.51,20.76,180.51,28.84,54.13,66.48,79.41,23.19,34.29,191.15,103.62,25.79,43.49,37.69,49.87,90.98,44.06,5.32,22.83,33.83,39.51,28.41,36.28,20.46,10.48,14.14,65.64,64.73,76.73,48.72,30.2,63.5,26.8,15.19,4.25,7.92,15.42,80.53,31.29,98.0,18.47,55.3,33.26
2011-12-14,68.52,47.08,44.92,69.94,380.19,63.98,36.15,44.48,25.59,70.21,50.06,56.01,93.25,89.3,33.61,57.65,16.61,17.1,20.86,180.21,28.29,53.97,66.26,78.51,23.18,33.78,188.72,100.53,25.86,43.22,37.04,48.22,87.0,43.45,5.23,22.78,33.81,39.14,28.04,36.16,20.36,10.15,14.0,65.22,64.45,76.29,48.69,29.43,63.21,26.38,15.05,4.14,7.79,15.02,79.44,31.51,97.61,17.98,55.15,32.83
2011-12-15,68.29,46.42,45.38,70.61,378.94,64.85,37.35,45.19,25.56,71.25,50.29,56.11,91.9,90.58,34.11,57.95,16.79,17.19,21.14,181.26,28.3,56.11,66.89,78.86,23.29,34.77,187.48,99.67,25.61,43.7,37.3,47.86,87.7,43.53,5.26,23.22,33.88,39.42,28.51,36.46,20.34,10.25,13.93,65.37,64.99,76.92,48.76,29.49,63.3,26.16,15.05,4.17,7.92,15.16,80.03,31.76,98.14,18.04,55.34,32.86
2011-12-16,68.4,46.88,45.51,71.01,381.02,64.71,37.52,44.89,26.0,71.28,50.76,54.61,90.1,89.89,34.13,58.27,17.01,17.31,21.03,181.26,28.56,55.35,67.44,78.87,23.33,34.77,183.57,100.86,25.98,43.98,37.55,47.26,87.2,43.02,5.2,23.36,34.59,40.42,28.69,36.49,20.52,10.25,12.75,63.7,65.14,77.1,48.77,29.01,63.2,25.84,15.03,4.17,7.97,14.96,80.16,31.89,97.49,17.94,55.66,32.53
2011-12-19,67.85,46.04,45.58,70.16,382.21,64.37,36.54,44.84,25.53,71.19,49.72,54.31,87.7,89.91,32.75,57.78,16.86,16.71,21.14,179.33,27.99,56.05,67.37,77.82,22.87,34.8,182.89,99.72,25.31,43.24,36.56,47.09,87.25,43.27,4.99,22.36,33.54,40.2,27.95,36.22,19.89,10.02,13.0,63.31,64.95,76.82,48.73,28.61,62.46,25.13,14.68,4.03,7.72,14.62,79.53,30.7,97.24,17.69,55.16,32.96
2011-12-20,69.78,47.92,46.95,72.44,395.95,65.53,38.91,45.23,26.03,72.6,51.95,55.73,90.98,91.55,33.5,59.19,17.28,17.31,21.46,182.52,28.63,56.25,68.4,80.31,23.4,35.71,187.24,103.67,26.5,45.01,39.8,48.46,91.73,44.1,5.17,23.75,34.72,41.95,29.39,36.91,20.82,10.33,13.36,64.49,65.79,78.53,49.33,29.62,64.84,25.91,15.15,4.22,8.02,15.11,82.0,32.21,98.82,18.41,56.75,33.43
2011-12-21,70.62,47.49,47.1,73.59,396.45,66.04,36.9,45.12,25.76,73.05,52.79,52.24,92.0,92.97,33.37,59.39,17.69,17.47,21.68,174.35,28.99,56.43,69.57,80.0,23.59,35.64,181.47,105.43,26.89,45.18,40.46,48.99,91.63,44.12,5.23,24.08,35.0,42.0,28.56,37.35,21.03,10.66,13.82,64.25,66.0,79.63,50.0,29.64,64.78,25.44,14.7,4.12,8.06,15.99,83.12,32.32,99.2,17.92,57.1,33.63
2011-12-22,71.74,47.63,48.17,74.29,398.55,66.04,36.96,45.55,25.81,72.92,53.41,53.14,94.42,92.41,33.92,59.19,18.05,17.76,21.63,179.03,29.44,56.51,69.19,80.97,23.63,36.01,182.04,106.31,27.25,45.57,40.96,49.62,91.81,44.09,5.47,24.17,35.29,41.92,29.5,37.31,20.99,10.94,14.33,64.5,66.19,80.81,49.91,29.96,66.14,25.86,14.77,4.16,8.19,16.0,84.29,33.45,98.6,18.13,57.8,33.83
2011-12-23,72.43,47.95,48.37,73.97,403.33,66.57,38.12,45.65,26.03,73.73,53.69,53.25,93.79,93.09,35.34,59.99,18.23,17.95,21.83,177.28,29.71,56.92,69.94,82.2,23.84,36.28,184.75,107.5,27.79,46.17,40.99,50.48,92.25,44.47,5.6,24.2,35.96,42.09,29.73,37.74,21.04,10.95,14.64,64.95,66.67,81.41,50.34,30.26,66.36,25.88,14.9,4.19,8.29,16.19,85.22,33.57,100.15,18.47,58.49,34.1
2011-12-27,72.94,47.66,48.62,74.27,406.53,66.38,37.58,45.74,26.04,73.82,53.92,53.29,91.9,93.34,33.36,59.83,18.01,17.78,21.77,176.27,30.01,57.08,69.88,82.28,23.8,36.14,184.95,107.98,27.61,46.23,41.01,50.66,91.55,43.96,5.48,23.83,35.98,42.22,29.63,37.7,21.26,10.81,14.44,64.36,66.79,81.32,50.75,29.84,66.56,25.65,14.86,4.11,8.16,16.09,85.28,33.03,100.55,18.58,58.86,34.18
2011-12-28,71.82,46.97,48.63,73.26,402.64,65.91,36.53,45.29,25.82,73.38,52.7,52.21,90.12,92.73,33.28,59.73,17.83,17.08,21.53,173.89,29.15,56.77,69.51,81.15,23.46,35.69,183.99,105.96,27.11,45.46,41.04,49.77,89.37,43.4,5.29,22.97,35.9,41.53,29.07,37.26,20.77,10.52,14.08,64.25,66.54,80.94,50.68,29.69,65.95,25.2,14.68,4.04,7.9,15.78,84.18,32.65,99.58,18.16,58.13,33.77
2011-12-29,72.87,47.52,49.07,74.11,405.12,66.54,37.08,45.68,26.02,74.0,53.47,52.89,91.01,93.22,33.43,59.99,18.07,17.68,21.71,173.86,29.27,56.84,70.16,82.11,23.83,36.46,186.18,107.47,27.76,45.85,41.16,50.81,90.58,43.88,5.46,23.24,36.38,42.01,29.34,37.68,20.75,10.68,14.3,65.26,66.97,81.52,50.86,29.96,66.92,25.62,14.76,4.15,7.97,16.13,85.27,33.42,100.81,18.25,58.89,34.41
2011-12-30,72.87,47.17,48.38,73.35,405.0,66.35,37.88,45.63,25.96,73.56,53.14,52.95,90.43,92.39,33.06,59.76,17.91,18.04,21.64,173.1,29.17,57.17,69.97,81.73,23.71,36.54,183.88,106.4,27.56,45.78,40.78,51.11,90.6,44.04,5.56,23.2,36.14,42.04,29.11,37.36,21.05,10.76,14.22,66.13,66.71,80.9,50.57,30.55,66.41,25.76,14.63,4.19,7.96,16.13,84.76,33.25,100.33,18.08,58.48,34.37
2012-01-03,74.17,48.39,48.53,74.22,411.23,66.4,38.08,46.28,26.77,73.22,54.38,54.43,95.36,91.08,33.06,60.33,18.36,18.38,21.97,179.03,30.0,58.18,70.14,83.49,24.5,37.23,186.3,110.37,28.43,46.51,41.52,52.47,93.98,45.08,5.8,24.07,36.33,42.14,29.76,37.27,20.93,11.13,14.78,67.78,66.83,82.02,50.46,31.34,68.0,26.62,14.98,4.3,8.2,16.29,86.0,34.98,98.84,18.63,58.66,34.92
2012-01-04,73.82,48.24,48.59,74.33,413.44,66.74,38.77,46.35,27.4,72.99,54.35,54.15,94.74,90.6,32.83,59.71,18.56,18.22,21.77,177.51,30.47,57.93,69.7,84.18,24.73,36.5,185.54,110.18,28.56,47.02,41.8,52.27,94.85,44.53,5.81,23.92,36.49,42.74,29.57,37.39,20.42,11.3,14.93,68.43,66.8,80.91,50.41,31.6,68.12,26.6,15.02,4.34,8.15,15.78,86.02,34.95,99.39,18.99,58.63,34.45
2012-01-05,73.23,48.8,48.05,73.53,418.03,66.22,39.81,46.13,27.68,72.79,54.92,54.08,94.58,90.14,32.72,59.42,18.55,17.7,21.6,177.61,31.47,57.46,69.37,83.8,24.95,35.73,184.66,109.1,29.02,46.7,41.75,51.21,95.52,44.09,6.31,23.91,36.79,43.09,29.78,37.74,19.81,11.59,14.85,68.62,66.52,80.07,50.47,31.88,67.4,26.5,15.17,4.29,8.1,15.64,85.76,35.68,99.83,18.92,58.15,34.49
2012-01-06,72.66,48.27,48.08,73.98,422.4,65.39,39.13,46.18,28.11,72.63,54.65,54.0,93.42,89.8,33.08,59.0,18.65,17.44,21.57,182.61,31.74,57.31,68.93,83.37,24.69,35.92,182.54,108.31,28.94,46.04,41.46,50.75,95.76,43.55,6.18,23.54,36.55,43.2,29.78,37.55,20.37,11.71,14.85,68.51,66.36,79.98,50.51,32.13,67.62,26.4,15.34,4.24,8.1,15.52,85.12,35.36,100.6,18.85,57.9,33.27
2012-01-09,72.94,48.39,48.16,74.53,421.73,65.73,38.83,44.36,27.74,72.71,54.66,54.75,94.69,89.78,33.5,59.18,18.86,17.47,21.82,178.56,32.17,57.0,68.93,83.87,25.21,35.79,181.59,109.49,29.3,46.43,41.79,51.25,97.1,43.55,6.27,24.0,36.81,43.23,30.16,37.72,19.61,11.8,14.91,68.42,66.64,80.04,50.71,32.05,68.37,26.44,15.58,4.3,8.09,15.46,85.5,35.3,99.64,18.97,57.91,33.72
2012-01-10,73.28,48.67,48.7,75.0,423.24,65.66,40.21,43.73,27.84,72.88,56.16,53.87,98.33,89.45,34.4,59.04,18.72,17.7,21.94,179.34,32.7,56.93,69.34,84.3,25.4,36.26,181.31,109.06,29.41,47.14,41.95,51.51,99.96,43.36,6.63,25.07,36.97,43.53,30.67,38.02,20.08,11.8,14.4,68.67,66.33,80.62,51.4,32.61,69.93,26.69,15.82,4.33,8.11,15.51,85.72,36.05,99.7,18.83,58.62,33.91
